Date,log_return,vol_zscore,volume_zscore,momentum,state,regime,posterior_top_prob,posterior_margin,posterior_entropy,realized_vol,base_exposure,raw_position,position,strategy_gross_ret,turnover,trans_cost,strategy_net_ret,bah_ret,strategy_cum,bah_cum
2018-04-08,0.0161371745154427,-1.9581638002885495,-1.7704528574626008,-0.0119538585016305,2,Bear,1.0,1.0,2.0484791698828373e-256,1.129057961070503,0.13285411836410885,0.6,0.0,0.0,0.0,0.0,0.0,0.0161371745154427,1.0,1.0161371745154426
2018-04-09,-0.03665561276645477,-1.7505513239686827,-0.2745867641968185,-0.0024400298935105,2,Bear,0.9988011990611572,0.9976024077053147,0.00926185886898151,1.129057961070503,0.13285411836410885,0.6,0.6,-0.02199336765987286,0.6,0.00012,-0.02211336765987286,-0.03665561276645477,0.9778866323401272,0.9788900437288051
2018-04-10,0.009412414998555812,-1.5787428488955573,-0.927857038861746,0.0006826668882615,2,Bear,0.9997570844309167,0.9995142489008193,0.002265344716618891,1.129057961070503,0.13285411836410885,0.6,0.6,0.005647448999133487,0.0,0.0,0.005647448999133487,0.009412414998555812,0.9834091972232023,0.9881037630583349
2018-04-11,0.019352815614150316,-1.515875024646366,-0.4253824467822272,0.0097633141993592,2,Bear,0.999342086202588,0.9986843185655828,0.0054792367411288165,1.129057961070503,0.13285411836410885,0.6,0.6,0.01161168936849019,0.0,0.0,0.01161168936849019,0.019352815614150316,0.9948282393434743,1.0072263529924508
2018-04-12,0.12412693581038274,-1.058072912821531,3.186059672269905,0.0264747456344153,0,Bull,0.999995100595915,0.9999902011918301,6.48014513687369e-05,1.129057961070503,0.13285411836410885,0.13285411836410885,0.6,0.07447616148622964,0.0,0.0,0.07447616148622964,0.12412693581038274,1.0689192279478805,1.1322502738568705
2018-04-13,0.0008501580097129826,-0.8677320591749493,1.9142783595710449,0.0234173423332694,0,Bull,0.9893356389438439,0.9786712814644963,0.05903259129046232,1.0294473546183027,0.1457092481000321,0.1457092481000321,0.13285411836410885,0.0001129469928506038,0.4671458816358911,9.342917632717823e-05,1.951781652342557e-05,0.0008501580097129826,1.06894009091725,1.1332128654961895
2018-04-14,0.01136885881377853,-0.7490283741641577,-0.0617882881268132,0.033022236649316,0,Bull,0.9947773878350249,0.989799464825261,0.03364031266371783,0.9430039473787566,0.15906614221175963,0.15906614221175963,0.1457092481000321,0.0016565478695110924,0.01285512973592326,2.571025947184652e-06,0.0016539768435639079,0.01136885881377853,1.0707080930747843,1.146096202569973
2018-04-15,0.04203655981360764,-0.9264225481115258,0.0046256559503893,0.0395470656123264,0,Bull,0.9998694801181913,0.9997403082465879,0.0013053845631646683,0.8849158618678477,0.16950764074155655,0.16950764074155655,0.15906614221175963,0.006686593401404453,0.013356894111727524,2.671378822345505e-06,0.006683922022582108,0.04203655981360764,1.0778646224778436,1.1942741441414544
2018-04-16,-0.03300812914143919,-0.8102528542487867,0.2918981295058782,0.0290748766612085,0,Bull,0.9966802831400957,0.9934047108427618,0.02249729350006891,0.9021685983615404,0.1662660397096731,0.1662660397096731,0.16950764074155655,-0.005595130096057978,0.010441498529796922,2.0882997059593843e-06,-0.005597218395763937,-0.03300812914143919,1.0718315787847674,1.1548533889613515
2018-04-17,-0.01962125912828721,-0.6821068949229459,1.1486881126223163,0.0003252376734745,0,Bull,0.8726782407903961,0.7454201870450848,0.38181144696888486,0.8789820143975005,0.17065195594794705,0.17065195594794705,0.1662660397096731,-0.003262349049377587,0.003241601031883451,6.483202063766902e-07,-0.003262997369583964,-0.01962125912828721,1.0683341951625558,1.1321937113613603
2018-04-18,0.03253592757494634,-1.0238516655677146,0.8632090437056612,0.0066623915865212,2,Bear,0.5883312950423596,0.176675922890924,0.6776113080607808,0.8411296545870739,0.17833160343590285,0.6,0.17065195594794705,0.005552319679245339,0.004385916238273946,8.771832476547892e-07,0.005551442495997684,0.03253592757494634,1.0742649910135087,1.1690306839550233
