Date,log_return,vol_zscore,volume_zscore,momentum,state,regime,posterior_top_prob,posterior_margin,posterior_entropy,realized_vol,base_exposure,raw_position,position,strategy_gross_ret,turnover,trans_cost,strategy_net_ret,bah_ret,strategy_cum,bah_cum
2010-03-03,-0.0025243716763643583,-0.2805574085508354,-1.4800544527934434,0.0012943741721464,1,Chop,1.0,1.0,1.0514515283550687e-59,0.108797548104088,1.378707540876685,1.378707540876685,0.0,-0.0,0.0,0.0,-0.0,-0.0025243716763643583,1.0,0.9974756283236357
2010-03-04,0.005260593721846804,-0.6979407391081188,-1.1859241075485505,0.0012249246173333,2,Bull,0.5786764672286803,0.19457874619430698,0.8065708502236555,0.108797548104088,1.378707540876685,1.378707540876685,1.378707540876685,0.007252820233798734,1.378707540876685,0.000275741508175337,0.006977078725623397,0.005260593721846804,1.0069770787256234,1.0027229423516901
2010-03-05,-0.013204996093626192,-0.8358130304796899,-0.053618965940787,-0.0024441153765891,2,Bull,0.9027167661658828,0.8166677881771262,0.35388228750242334,0.108797548104088,1.378707540876685,1.378707540876685,1.378707540876685,-0.0182058276915296,0.0,0.0,-0.0182058276915296,-0.013204996093626192,0.9886442275410249,0.9894819898149466
2010-03-08,-0.00522186823668007,-1.7957089209031545,-0.7685623698103625,-0.0034009362679824,2,Bull,0.995890798099163,0.9917855553628703,0.02671031955238489,0.108797548104088,1.378707540876685,1.378707540876685,1.378707540876685,-0.0071994291153752495,0.0,0.0,-0.0071994291153752495,-0.00522186823668007,0.9815265535045183,0.984315045241565
2010-03-09,0.00022317164132020837,-1.390569404703848,-0.9610207247238624,-0.0030934941287007,2,Bull,0.9979253967613614,0.9958572814717286,0.0149332157333165,0.108797548104088,1.378707540876685,1.378707540876685,1.378707540876685,0.0003076884247979981,0.0,0.0,0.0003076884247979981,0.00022317164132020837,0.9818285578636634,0.9845347164457876
2010-03-10,-0.002563155406620015,-2.677967343127644,-0.325732954951172,-0.0031012508747518,2,Bull,0.9989063921067213,0.9978127871021648,0.008549566909406654,0.097372162672372,1.5404813437769151,1.5404813437769151,1.378707540876685,-0.0035338416875458603,0.0,0.0,-0.0035338416875458603,-0.002563155406620015,0.9783589311758617,0.9820112009643245
2010-03-11,0.0036762897619581287,-2.843627550296058,-0.7882914480930715,-0.0034181116667296,2,Bull,0.9990106904054283,0.9980213825833416,0.007833386925883291,0.09750995862458658,1.538304416449402,1.538304416449402,1.5404813437769151,0.005663255792614574,0.16177380290023025,3.235476058004605e-05,0.005630901032034528,0.0036762897619581287,0.9838679734911201,0.9856213586885579
2010-03-12,0.00620841292619623,-2.5033469716799392,-0.2560011349159518,0.0004645701372348,2,Bull,0.9995039631340488,0.9990079323046944,0.004270263389827602,0.10148174609936357,1.4780983355679638,1.4780983355679638,1.538304416449402,0.009550429023509216,0.0021769273275131784,4.353854655026357e-07,0.009549993638043713,0.00620841292619623,0.9932639063786352,0.9917405030721752
2010-03-15,-0.0013274870349261083,-2.512053640434822,-1.3367702662210832,0.0012434463775856,2,Bull,0.9997036889108337,0.9994073824495638,0.0027035841503929366,0.09494158430096412,1.579918863840539,1.579918863840539,1.4780983355679638,-0.001962156376812332,0.060206080881438195,1.2041216176287639e-05,-0.0019741975929886196,-0.0013274870349261083,0.9913030071654599,0.9904239804123358
2010-03-16,0.00793693392019596,-2.19327759489775,0.5468916461749219,0.0027861988333608,2,Bull,0.9985878947514627,0.9971758021812254,0.01067845360804994,0.10024377967201215,1.4963521975207374,1.4963521975207374,1.579918863840539,0.012539711621573435,0.10182052827257526,2.0364105654515054e-05,0.01251934751591892,0.00793693392019596,1.0037134740057398,0.998284910097846
